Base Weather Station Churchtown	Temperature (*F)	Soil Moist-VWC (%VWC)	PAR Light (uM/m^2s)	Bar.Pressure (In-Hg)	RH (%)	Temperature (*F)	Rainfall (In)	Wind Dir (Deg)	Wind Gust (mph)	Wind Speed (mph)	Dew Point (*F)
2023-10-07 23:50	60.9	43.5	0.0	29.29	88.3	49.9	0.00	218	2	0	46.6
2023-10-08 00:00	60.9	43.5	0.0	29.29	88.7	49.9	0.00	218	2	0	46.7
2023-10-08 00:10	60.8	43.5	0.0	29.28	88.8	49.8	0.00	224	3	1	46.6
2023-10-08 00:20	60.8	43.3	0.0	29.28	88.4	50.0	0.00	225	0	0	46.7
2023-10-08 00:30	60.8	43.0	0.0	29.28	88.0	50.2	0.00	225	0	0	46.8
2023-10-08 00:40	60.8	43.0	0.0	29.28	88.0	50.2	0.00	225	0	0	46.8
2023-10-08 00:50	60.8	42.9	0.0	29.28	88.5	50.1	0.00	225	0	0	46.8
2023-10-08 01:00	60.8	42.9	0.0	29.28	88.2	50.2	0.00	225	0	0	46.8
2023-10-08 01:10	60.8	42.9	0.0	29.27	87.9	50.4	0.00	225	0	0	46.9
2023-10-08 01:20	60.7	43.0	0.0	29.27	87.9	50.5	0.00	225	0	0	47.0
2023-10-08 01:30	60.7	43.0	0.0	29.27	88.0	50.4	0.00	225	0	0	47.0
2023-10-08 01:40	60.7	43.0	0.0	29.26	87.5	50.4	0.00	225	0	0	46.8
2023-10-08 01:50	60.7	43.0	0.0	29.26	86.9	50.5	0.00	225	0	0	46.7
2023-10-08 02:00	60.6	42.9	0.0	29.26	86.5	50.6	0.00	225	0	0	46.7
2023-10-08 02:10	60.6	42.8	0.0	29.26	88.2	50.1	0.00	225	0	0	46.7
2023-10-08 02:20	60.6	42.6	0.0	29.25	87.0	49.9	0.00	221	3	0	46.2
2023-10-08 02:30	60.6	42.4	0.0	29.25	85.8	50.0	0.00	221	0	0	45.9
2023-10-08 02:40	60.6	42.4	0.0	29.25	85.6	49.7	0.00	223	1	0	45.6
2023-10-08 02:50	60.5	42.3	0.0	29.24	85.7	49.4	0.00	220	2	0	45.3
2023-10-08 03:00	60.5	42.4	0.0	29.24	87.7	49.0	0.00	211	0	0	45.5
2023-10-08 03:10	60.5	42.4	0.0	29.24	88.9	48.3	0.00	210	0	0	45.2
2023-10-08 03:20	60.5	42.4	0.0	29.24	89.8	47.7	0.00	210	0	0	44.9
2023-10-08 03:30	60.5	42.4	0.0	29.24	90.3	47.4	0.00	208	0	0	44.7
2023-10-08 03:40	60.4	42.4	0.0	29.24	90.6	46.6	0.00	214	1	0	44.0
2023-10-08 03:50	60.4	42.4	0.0	29.23	90.9	46.2	0.00	221	0	0	43.7
2023-10-08 04:00	60.3	42.4	0.0	29.23	91.2	46.3	0.00	223	1	0	43.9
2023-10-08 04:10	60.3	42.4	0.0	29.23	91.3	46.0	0.00	223	0	0	43.6
2023-10-08 04:20	60.3	42.4	0.0	29.24	91.5	46.2	0.00	223	1	0	43.9
2023-10-08 04:30	60.2	42.4	0.0	29.24	91.5	45.8	0.00	224	1	0	43.5
2023-10-08 04:40	60.2	42.4	0.0	29.24	91.6	46.0	0.00	69	2	0	43.7
2023-10-08 04:50	60.1	42.1	0.0	29.24	91.5	45.1	0.00	208	0	0	42.8
2023-10-08 05:00	60.1	42.3	0.0	29.25	91.6	45.2	0.00	104	0	0	42.9
2023-10-08 05:10	60.1	42.3	0.0	29.25	91.5	44.6	0.00	110	0	0	42.3
2023-10-08 05:20	60.0	42.0	0.0	29.25	91.5	43.7	0.00	114	0	0	41.4
2023-10-08 05:30	60.0	41.9	0.0	29.25	91.6	43.5	0.00	231	0	0	41.2
2023-10-08 05:40	59.9	41.7	0.0	29.25	91.6	43.3	0.00	120	2	0	41.0
2023-10-08 05:50	59.9	41.9	0.0	29.25	91.5	41.9	0.00	234	0	0	39.6
2023-10-08 06:00	59.8	41.9	0.0	29.25	91.7	42.6	0.00	124	0	0	40.4
2023-10-08 06:10	59.8	41.9	0.0	29.26	91.5	43.3	0.00	128	0	0	41.0
2023-10-08 06:20	59.7	41.7	0.0	29.26	91.3	43.2	0.00	129	0	0	40.8
2023-10-08 06:30	59.6	41.9	0.0	29.26	91.3	43.4	0.00	129	0	0	41.0
2023-10-08 06:40	59.6	41.9	0.0	29.25	90.9	43.4	0.00	128	0	0	40.9
2023-10-08 06:50	59.5	41.9	0.0	29.26	90.3	44.0	0.00	131	2	0	41.3
2023-10-08 07:00	59.4	41.9	0.0	29.26	89.4	44.4	0.00	134	2	0	41.5
2023-10-08 07:10	59.4	41.9	21.0	29.26	88.9	44.9	0.00	155	4	1	41.8
2023-10-08 07:20	59.4	41.7	41.0	29.27	88.1	45.9	0.00	170	4	2	42.6
2023-10-08 07:30	59.4	41.9	108.0	29.27	85.8	47.8	0.00	153	4	2	43.8
2023-10-08 07:40	59.3	41.9	173.0	29.28	85.0	48.7	0.00	125	4	2	44.4
2023-10-08 07:50	59.3	41.9	200.0	29.29	84.5	49.5	0.00	135	4	1	45.0
2023-10-08 08:00	59.2	41.9	101.0	29.28	84.9	48.7	0.00	100	4	2	44.4
2023-10-08 08:10	59.2	41.9	148.0	29.28	85.3	48.6	0.00	136	4	1	44.4
2023-10-08 08:20	59.2	41.9	194.0	29.28	84.9	49.0	0.00	145	4	2	44.7
2023-10-08 08:30	59.2	41.9	327.0	29.29	84.3	49.7	0.00	146	4	2	45.2
2023-10-08 08:40	59.2	41.7	587.0	29.31	82.0	52.1	0.00	66	5	2	46.8
2023-10-08 08:50	59.2	41.6	389.0	29.31	82.4	51.4	0.00	114	6	3	46.2
2023-10-08 09:00	59.2	41.6	399.0	29.30	83.1	51.2	0.00	228	4	2	46.2
2023-10-08 09:10	59.2	41.6	501.0	29.31	82.0	52.5	0.00	165	7	2	47.2
2023-10-08 09:20	59.2	41.6	742.0	29.31	81.2	53.0	0.00	112	7	3	47.4
2023-10-08 09:30	59.2	41.4	819.0	29.32	78.7	54.5	0.00	35	10	4	48.0
2023-10-08 09:40	59.2	41.2	734.0	29.31	78.5	54.0	0.00	60	8	4	47.5
2023-10-08 09:50	59.2	41.2	915.0	29.32	76.8	54.8	0.00	56	10	5	47.7
2023-10-08 10:00	59.2	41.2	1000.0	29.32	75.9	55.6	0.00	112	8	4	48.1
2023-10-08 10:10	59.3	41.2	1052.0	29.33	74.6	56.4	0.00	114	9	4	48.4
2023-10-08 10:20	59.3	41.2	1101.0	29.33	73.5	56.7	0.00	148	10	4	48.3
2023-10-08 10:30	59.3	41.2	1165.0	29.33	73.1	57.1	0.00	96	8	4	48.6
2023-10-08 10:40	59.4	41.2	1219.0	29.34	71.8	57.8	0.00	114	9	4	48.8
2023-10-08 10:50	59.4	41.2	1293.0	29.34	70.1	58.3	0.00	162	8	4	48.6
2023-10-08 11:00	59.4	41.1	1326.0	29.34	69.7	58.5	0.00	189	9	4	48.6
2023-10-08 11:10	59.4	41.1	1337.0	29.34	69.8	58.8	0.00	149	10	5	49.0
2023-10-08 11:20	59.5	41.1	1378.0	29.33	69.3	59.0	0.00	145	10	6	49.0
2023-10-08 11:30	59.5	41.2	1420.0	29.34	69.2	59.4	0.00	111	11	6	49.3
2023-10-08 11:40	59.6	41.2	1435.0	29.33	68.3	59.5	0.00	136	12	6	49.0
2023-10-08 11:50	59.6	41.2	1457.0	29.34	68.1	60.5	0.00	103	14	6	49.9
2023-10-08 12:00	59.7	41.2	1502.0	29.34	68.0	60.3	0.00	160	16	6	49.7
2023-10-08 12:10	59.7	41.1	1433.0	29.34	67.0	60.2	0.00	146	14	6	49.2
2023-10-08 12:20	59.8	40.7	1059.0	29.33	67.1	60.2	0.00	76	11	6	49.2
2023-10-08 12:30	59.8	40.7	718.0	29.33	62.4	59.9	0.00	127	13	5	47.0
2023-10-08 12:40	59.8	40.7	1359.0	29.34	59.7	61.3	0.00	79	16	7	47.2
2023-10-08 12:50	59.9	40.5	912.0	29.33	61.7	60.1	0.00	70	12	6	46.9
2023-10-08 13:00	59.9	40.3	797.0	29.33	62.3	60.1	0.00	86	13	5	47.2
2023-10-08 13:10	60.0	40.3	1443.0	29.34	60.9	61.9	0.00	62	14	7	48.3
2023-10-08 13:20	60.0	40.2	1495.0	29.34	59.9	62.5	0.00	50	12	6	48.4
2023-10-08 13:30	60.1	40.2	1495.0	29.34	62.2	62.5	0.00	73	12	5	49.4
2023-10-08 13:40	60.1	40.5	1473.0	29.35	61.1	63.3	0.00	104	10	4	49.7
2023-10-08 13:50	60.1	40.3	1449.0	29.34	60.0	62.9	0.00	77	13	6	48.8
2023-10-08 14:00	60.2	40.3	1498.0	29.35	61.6	62.8	0.00	127	13	5	49.4
2023-10-08 14:10	60.2	40.7	421.0	29.32	64.9	60.0	0.00	105	9	5	48.2
2023-10-08 14:20	60.3	40.5	1158.0	29.33	62.2	61.8	0.00	76	11	5	48.7
2023-10-08 14:30	60.4	40.5	1049.0	29.33	62.0	61.7	0.00	135	11	6	48.5
2023-10-08 14:40	60.4	40.5	534.0	29.32	62.5	60.9	0.00	86	11	6	48.0
2023-10-08 14:50	60.5	40.5	528.0	29.31	63.2	60.0	0.00	101	14	7	47.4
2023-10-08 15:00	60.5	40.5	768.0	29.31	63.8	60.9	0.00	74	10	4	48.6
2023-10-08 15:10	60.6	40.5	575.0	29.31	63.9	60.2	0.00	158	17	7	47.9
2023-10-08 15:20	60.6	40.3	668.0	29.32	62.5	60.2	0.00	111	13	7	47.3
2023-10-08 15:30	60.6	40.5	380.0	29.31	64.7	59.3	0.00	72	10	4	47.4
2023-10-08 15:40	60.7	40.1	441.0	29.31	64.9	59.2	0.00	93	11	6	47.4
2023-10-08 15:50	60.7	40.1	346.0	29.31	65.8	58.9	0.00	131	13	6	47.5
2023-10-08 16:00	60.7	40.1	408.0	29.31	67.8	58.5	0.00	146	11	5	47.9
2023-10-08 16:10	60.7	40.0	323.0	29.31	67.7	58.0	0.00	80	11	6	47.4
2023-10-08 16:20	60.7	39.8	246.0	29.31	68.1	57.8	0.00	81	9	5	47.3
2023-10-08 16:30	60.6	40.0	295.0	29.31	69.7	57.3	0.00	100	11	5	47.5
2023-10-08 16:40	60.6	40.0	421.0	29.32	69.2	58.0	0.00	80	8	4	48.0
2023-10-08 16:50	60.6	40.0	179.0	29.32	69.7	57.3	0.00	136	10	3	47.5
2023-10-08 17:00	60.6	40.0	208.0	29.32	72.1	56.6	0.00	110	6	3	47.7
2023-10-08 17:10	60.5	40.0	209.0	29.32	75.6	55.0	0.00	104	8	4	47.4
2023-10-08 17:20	60.5	40.0	141.0	29.32	77.3	54.0	0.00	118	4	1	47.1
2023-10-08 17:30	60.5	39.8	192.0	29.32	77.4	54.3	0.00	129	3	1	47.4
2023-10-08 17:40	60.5	39.8	113.0	29.32	78.6	54.0	0.00	129	3	1	47.5
2023-10-08 17:50	60.5	40.0	74.0	29.32	79.4	53.7	0.00	125	3	1	47.5
2023-10-08 18:00	60.5	40.0	50.0	29.32	80.7	53.3	0.00	120	3	1	47.5
2023-10-08 18:10	60.5	40.0	45.0	29.32	80.1	53.9	0.00	110	7	2	47.9
2023-10-08 18:20	60.4	40.0	18.0	29.33	78.2	54.0	0.00	104	11	4	47.4
2023-10-08 18:30	60.4	40.0	0.0	29.33	77.9	53.3	0.00	100	7	3	46.6
2023-10-08 18:40	60.4	40.0	0.0	29.33	79.1	52.5	0.00	38	5	2	46.2
2023-10-08 18:50	60.3	40.0	0.0	29.33	79.3	52.2	0.00	26	7	2	46.0
2023-10-08 19:00	60.3	40.1	0.0	29.33	78.7	52.1	0.00	15	5	1	45.7
2023-10-08 19:10	60.3	39.8	0.0	29.34	80.0	51.4	0.00	19	1	0	45.4
2023-10-08 19:20	60.2	39.8	0.0	29.34	81.8	50.4	0.00	15	1	0	45.0
2023-10-08 19:30	60.2	40.0	0.0	29.34	81.5	50.8	0.00	19	3	0	45.3
2023-10-08 19:40	60.1	40.0	0.0	29.35	80.8	51.0	0.00	15	4	1	45.3
2023-10-08 19:50	60.1	40.0	0.0	29.35	79.5	51.6	0.00	24	9	4	45.5
2023-10-08 20:00	60.1	40.0	0.0	29.36	77.1	52.3	0.00	70	8	4	45.3
2023-10-08 20:10	60.0	40.0	0.0	29.36	76.7	52.1	0.00	33	8	4	45.0
2023-10-08 20:20	60.0	40.0	0.0	29.36	76.8	51.9	0.00	66	8	5	44.8
2023-10-08 20:30	59.9	39.8	0.0	29.36	76.6	51.8	0.00	91	8	4	44.7
2023-10-08 20:40	59.8	39.5	0.0	29.36	77.2	51.5	0.00	55	9	5	44.6
2023-10-08 20:50	59.8	39.5	0.0	29.37	77.9	51.0	0.00	43	8	4	44.3
2023-10-08 21:00	59.8	39.5	0.0	29.37	77.5	51.1	0.00	33	7	3	44.3
2023-10-08 21:10	59.7	39.3	0.0	29.37	77.2	51.0	0.00	45	6	3	44.1
2023-10-08 21:20	59.7	39.5	0.0	29.37	77.7	50.7	0.00	22	6	3	44.0
2023-10-08 21:30	59.6	39.5	0.0	29.37	77.8	50.5	0.00	59	7	1	43.8
2023-10-08 21:40	59.5	39.5	0.0	29.37	78.9	49.7	0.00	76	4	0	43.4
2023-10-08 21:50	59.5	39.5	0.0	29.37	79.6	49.4	0.00	189	2	1	43.4
2023-10-08 22:00	59.4	39.5	0.0	29.37	78.6	49.7	0.00	158	4	2	43.3
2023-10-08 22:10	59.4	39.5	0.0	29.37	78.5	49.7	0.00	24	5	2	43.3
2023-10-08 22:20	59.4	39.3	0.0	29.37	78.9	49.3	0.00	302	3	1	43.0
2023-10-08 22:30	59.4	39.5	0.0	29.37	79.2	49.1	0.00	334	3	0	42.9
2023-10-08 22:40	59.3	39.5	0.0	29.37	79.9	48.7	0.00	351	2	0	42.8
2023-10-08 22:50	59.3	39.7	0.0	29.37	78.9	49.1	0.00	146	5	2	42.8
2023-10-08 23:00	59.2	39.5	0.0	29.36	80.9	47.9	0.00	15	5	3	42.3
2023-10-08 23:10	59.2	39.7	0.0	29.36	81.6	47.6	0.00	18	7	2	42.2
2023-10-08 23:20	59.1	39.7	0.0	29.36	80.8	48.0	0.00	12	5	1	42.4
2023-10-08 23:30	59.1	39.5	0.0	29.37	80.7	47.9	0.00	9	3	1	42.3
2023-10-08 23:40	59.1	39.5	0.0	29.37	79.4	48.5	0.00	14	4	2	42.4
2023-10-08 23:50	59.0	39.5	0.0	29.37	79.7	48.1	0.00	16	3	0	42.1
2023-10-09 00:00	59.0	39.5	0.0	29.37	80.3	47.6	0.00	79	3	0	41.8
2023-10-09 00:10	58.9	39.5	0.0	29.37	80.6	47.4	0.00	135	3	1	41.7
2023-10-09 00:20	58.9	39.7	0.0	29.37	80.9	47.1	0.00	117	3	1	41.5
2023-10-09 00:30	58.9	39.5	0.0	29.37	80.8	47.0	0.00	120	5	2	41.4
2023-10-09 00:40	58.8	39.7	0.0	29.37	80.5	47.2	0.00	139	6	3	41.5
2023-10-09 00:50	58.8	39.5	0.0	29.37	80.9	46.9	0.00	145	5	2	41.3
2023-10-09 01:00	58.7	39.7	0.0	29.37	80.9	46.8	0.00	141	7	2	41.2
2023-10-09 01:10	58.7	39.7	0.0	29.38	81.0	46.6	0.00	134	5	2	41.1
2023-10-09 01:20	58.7	39.5	0.0	29.38	81.3	46.5	0.00	129	5	2	41.1
2023-10-09 01:30	58.6	39.5	0.0	29.38	81.8	46.1	0.00	144	3	0	40.8
2023-10-09 01:40	58.6	39.2	0.0	29.38	82.3	45.8	0.00	153	4	1	40.7
2023-10-09 01:50	58.5	39.2	0.0	29.38	82.7	45.5	0.00	156	2	0	40.5
2023-10-09 02:00	58.5	39.2	0.0	29.38	83.4	45.1	0.00	156	4	0	40.4
2023-10-09 02:10	58.4	39.1	0.0	29.38	82.9	45.3	0.00	141	3	1	40.4
2023-10-09 02:20	58.4	39.2	0.0	29.38	82.9	45.4	0.00	148	4	1	40.5
2023-10-09 02:30	58.4	39.1	0.0	29.38	83.0	45.2	0.00	139	3	1	40.3
2023-10-09 02:40	58.3	39.1	0.0	29.39	82.5	45.7	0.00	155	5	2	40.7
2023-10-09 02:50	58.3	39.1	0.0	29.39	82.0	46.0	0.00	162	5	2	40.8
2023-10-09 03:00	58.2	38.9	0.0	29.39	81.9	45.9	0.00	159	5	2	40.7
2023-10-09 03:10	58.2	38.9	0.0	29.39	82.5	45.5	0.00	162	4	2	40.5
2023-10-09 03:20	58.2	39.1	0.0	29.39	83.1	45.0	0.00	163	5	2	40.2
2023-10-09 03:30	58.1	38.9	0.0	29.39	83.1	45.0	0.00	155	4	1	40.2
2023-10-09 03:40	58.1	39.1	0.0	29.39	83.2	44.9	0.00	158	4	1	40.1
2023-10-09 03:50	58.0	39.1	0.0	29.39	83.4	44.7	0.00	156	4	1	40.0
2023-10-09 04:00	58.0	39.1	0.0	29.40	83.5	44.7	0.00	163	3	1	40.0
2023-10-09 04:10	58.0	38.9	0.0	29.40	83.7	44.6	0.00	162	4	2	40.0
2023-10-09 04:20	57.9	39.1	0.0	29.40	83.5	44.5	0.00	151	4	1	39.8
2023-10-09 04:30	57.9	39.1	0.0	29.40	84.1	44.1	0.00	148	4	0	39.6
2023-10-09 04:40	57.8	39.1	0.0	29.40	84.7	43.8	0.00	134	2	0	39.5
2023-10-09 04:50	57.8	39.1	0.0	29.40	85.0	43.5	0.00	135	3	0	39.3
2023-10-09 05:00	57.7	39.1	0.0	29.40	85.1	43.6	0.00	135	3	1	39.4
2023-10-09 05:10	57.7	39.1	0.0	29.40	84.8	43.8	0.00	148	5	2	39.5
2023-10-09 05:20	57.7	39.1	0.0	29.41	84.6	43.9	0.00	160	5	2	39.6
2023-10-09 05:30	57.7	39.1	0.0	29.41	84.4	44.0	0.00	159	5	3	39.6
2023-10-09 05:40	57.6	39.1	0.0	29.41	84.2	44.0	0.00	158	7	3	39.5
2023-10-09 05:50	57.6	39.1	0.0	29.41	84.1	44.0	0.00	156	7	4	39.5
2023-10-09 06:00	57.5	39.2	0.0	29.41	84.4	43.7	0.00	153	7	3	39.3
2023-10-09 06:10	57.5	38.9	0.0	29.42	84.4	43.7	0.00	156	7	3	39.3
2023-10-09 06:20	57.4	39.1	0.0	29.42	84.7	43.4	0.00	156	6	2	39.1
2023-10-09 06:30	57.4	39.1	0.0	29.42	84.7	43.3	0.00	152	5	2	39.0
2023-10-09 06:40	57.3	39.1	0.0	29.42	84.7	43.3	0.00	152	7	2	39.0
2023-10-09 06:50	57.3	39.1	0.0	29.42	84.5	43.4	0.00	155	7	4	39.0
2023-10-09 07:00	57.3	38.9	0.0	29.42	84.4	43.3	0.00	153	7	3	38.9
2023-10-09 07:10	57.2	38.8	17.0	29.42	84.1	43.4	0.00	155	7	3	38.9
2023-10-09 07:20	57.2	38.9	37.0	29.43	84.0	43.3	0.00	156	7	2	38.8
2023-10-09 07:30	57.1	38.8	89.0	29.43	83.5	43.9	0.00	156	5	2	39.2
2023-10-09 07:40	57.1	39.1	145.0	29.44	82.4	44.7	0.00	142	6	2	39.7
2023-10-09 07:50	57.0	39.1	200.0	29.45	81.6	45.5	0.00	117	5	1	40.2
2023-10-09 08:00	57.0	38.9	257.0	29.46	80.4	46.3	0.00	118	5	1	40.6
2023-10-09 08:10	57.0	38.9	315.0	29.47	79.2	47.2	0.00	103	6	1	41.1
2023-10-09 08:20	57.0	38.9	375.0	29.47	78.4	47.4	0.00	96	6	2	41.0
2023-10-09 08:30	57.0	38.8	435.0	29.47	77.7	47.8	0.00	111	7	3	41.2
2023-10-09 08:40	56.9	38.9	494.0	29.46	76.6	48.3	0.00	114	8	4	41.3
2023-10-09 08:50	56.9	38.8	557.0	29.47	75.7	48.9	0.00	108	6	3	41.6
2023-10-09 09:00	56.9	38.6	620.0	29.47	74.7	49.5	0.00	117	8	3	41.8
2023-10-09 09:10	56.9	38.6	697.0	29.47	73.8	50.0	0.00	115	7	3	42.0
2023-10-09 09:20	56.9	38.6	865.0	29.48	72.7	50.9	0.00	76	9	4	42.4
2023-10-09 09:30	56.9	38.6	970.0	29.48	71.7	51.4	0.00	42	8	4	42.6
2023-10-09 09:40	56.9	38.5	642.0	29.48	72.6	51.1	0.00	93	9	4	42.6
2023-10-09 09:50	56.9	38.5	723.0	29.48	72.7	51.3	0.00	93	8	3	42.8
2023-10-09 10:00	56.9	38.6	639.0	29.47	72.9	51.0	0.00	146	8	3	42.6
2023-10-09 10:10	57.0	38.6	531.0	29.47	72.5	50.5	0.00	110	9	3	42.0
2023-10-09 10:20	57.0	38.6	620.0	29.47	72.1	51.1	0.00	86	6	3	42.4
2023-10-09 10:30	57.0	38.5	748.0	29.47	71.0	52.2	0.00	173	7	3	43.1
2023-10-09 10:40	57.0	38.6	691.0	29.47	69.7	52.5	0.00	111	7	4	42.9
2023-10-09 10:50	57.0	38.5	1458.0	29.49	67.0	55.5	0.00	87	10	4	44.7
2023-10-09 11:00	57.1	38.5	1016.0	29.49	67.0	54.6	0.00	138	9	4	43.9
2023-10-09 11:10	57.1	38.8	747.0	29.47	68.1	53.8	0.00	118	7	4	43.5
2023-10-09 11:20	57.2	38.9	878.0	29.47	68.1	54.6	0.00	101	9	4	44.3
2023-10-09 11:30	57.2	38.9	1245.0	29.48	66.8	55.5	0.00	120	11	4	44.6
2023-10-09 11:40	57.3	38.8	1317.0	29.49	65.4	57.1	0.00	93	7	4	45.6
2023-10-09 11:50	57.3	38.9	1405.0	29.49	64.7	57.0	0.00	91	14	6	45.2
2023-10-09 12:00	57.3	38.5	1408.0	29.49	64.8	57.3	0.00	97	9	4	45.5
2023-10-09 12:10	57.4	38.3	1423.0	29.49	63.6	57.8	0.00	138	11	5	45.5
2023-10-09 12:20	57.5	38.3	1436.0	29.49	62.9	58.4	0.00	103	10	4	45.8
2023-10-09 12:30	57.5	38.3	1446.0	29.49	62.1	58.9	0.00	40	10	5	45.9
2023-10-09 12:40	57.6	38.1	1449.0	29.49	61.6	59.1	0.00	62	10	4	45.9
2023-10-09 12:50	57.7	38.1	1449.0	29.49	61.5	59.3	0.00	80	9	5	46.1
2023-10-09 13:00	57.7	38.1	1448.0	29.48	61.2	59.7	0.00	77	11	5	46.3
2023-10-09 13:10	57.8	38.1	1441.0	29.48	60.7	59.5	0.00	100	13	5	45.9
2023-10-09 13:20	57.8	38.2	1431.0	29.48	61.3	59.7	0.00	101	10	5	46.4
2023-10-09 13:30	57.9	38.0	1419.0	29.47	59.5	59.8	0.00	115	14	7	45.7
2023-10-09 13:40	58.0	38.1	1414.0	29.47	60.1	59.7	0.00	105	11	7	45.8
2023-10-09 13:50	58.0	38.0	1410.0	29.47	59.3	60.0	0.00	84	10	5	45.8
2023-10-09 14:00	58.1	37.8	1408.0	29.48	58.6	60.9	0.00	88	12	5	46.3
2023-10-09 14:10	58.2	37.8	1449.0	29.47	58.5	60.4	0.00	91	12	7	45.8
2023-10-09 14:20	58.3	37.8	1319.0	29.47	57.4	60.8	0.00	90	15	6	45.6
2023-10-09 14:30	58.4	37.8	1271.0	29.47	56.1	60.5	0.00	80	14	8	44.8
2023-10-09 14:40	58.4	37.8	480.0	29.45	59.6	58.6	0.00	114	10	6	44.6
2023-10-09 14:50	58.5	37.8	440.0	29.44	59.5	57.7	0.00	59	10	6	43.7
2023-10-09 15:00	58.6	37.8	945.0	29.46	59.5	59.1	0.00	42	10	6	45.0
2023-10-09 15:10	58.6	37.8	525.0	29.46	60.8	58.4	0.00	93	13	5	44.9
2023-10-09 15:20	58.7	38.0	301.0	29.44	61.3	57.1	0.00	145	8	4	43.9
2023-10-09 15:30	58.7	38.0	358.0	29.44	61.4	57.5	0.00	114	10	4	44.3
2023-10-09 15:40	58.7	38.1	299.0	29.44	60.0	57.3	0.00	72	10	5	43.5
2023-10-09 15:50	58.7	38.2	235.0	29.44	60.8	57.0	0.00	88	7	3	43.6
2023-10-09 16:00	58.7	38.2	279.0	29.44	61.3	57.0	0.00	56	9	4	43.8
2023-10-09 16:10	58.7	38.2	218.0	29.44	60.6	56.8	0.00	121	8	4	43.3
2023-10-09 16:20	58.7	38.2	203.0	29.44	60.9	56.8	0.00	48	7	3	43.4
2023-10-09 16:30	58.7	38.2	429.0	29.45	55.7	57.4	0.00	38	9	3	41.7
2023-10-09 16:40	58.7	38.2	628.0	29.47	53.3	58.9	0.00	103	13	4	41.9
2023-10-09 16:50	58.7	38.1	361.0	29.46	53.1	57.9	0.00	108	14	6	40.9
2023-10-09 17:00	58.7	38.1	290.0	29.46	54.2	57.0	0.00	62	9	4	40.6
2023-10-09 17:10	58.7	38.1	268.0	29.46	56.1	56.7	0.00	33	8	3	41.2
2023-10-09 17:20	58.7	38.1	286.0	29.46	56.4	57.2	0.00	55	6	2	41.8
2023-10-09 17:30	58.7	38.1	153.0	29.46	56.9	56.1	0.00	28	7	3	41.0
2023-10-09 17:40	58.7	38.0	84.0	29.46	58.8	54.8	0.00	77	6	2	40.6
2023-10-09 17:50	58.7	38.0	60.0	29.46	60.3	53.9	0.00	139	5	1	40.5
2023-10-09 18:00	58.7	37.6	30.0	29.46	61.6	53.3	0.00	124	2	0	40.4
2023-10-09 18:10	58.6	37.6	23.0	29.46	64.3	52.8	0.00	117	2	0	41.1
2023-10-09 18:20	58.6	37.8	12.0	29.46	67.4	51.8	0.00	108	1	0	41.3
2023-10-09 18:30	58.5	38.0	0.0	29.46	68.8	51.0	0.00	93	2	0	41.1
2023-10-09 18:40	58.5	37.8	0.0	29.46	71.0	50.0	0.00	86	2	0	41.0
2023-10-09 18:50	58.5	37.6	0.0	29.46	73.5	48.7	0.00	45	0	0	40.6
2023-10-09 19:00	58.4	37.6	0.0	29.46	76.4	47.2	0.00	46	0	0	40.2
2023-10-09 19:10	58.4	37.8	0.0	29.46	80.5	45.0	0.00	168	0	0	39.4
2023-10-09 19:20	58.4	37.6	0.0	29.46	81.5	44.8	0.00	175	0	0	39.5
2023-10-09 19:30	58.3	37.8	0.0	29.46	83.3	43.9	0.00	177	0	0	39.2
2023-10-09 19:40	58.2	37.8	0.0	29.46	85.0	43.4	0.00	176	0	0	39.2
2023-10-09 19:50	58.1	37.6	0.0	29.47	84.3	43.6	0.00	177	0	0	39.2
2023-10-09 20:00	58.1	37.8	0.0	29.47	80.6	45.2	0.00	179	1	0	39.6
2023-10-09 20:10	58.0	37.8	0.0	29.48	80.2	45.4	0.00	179	0	0	39.7
2023-10-09 20:20	57.9	37.8	0.0	29.48	79.6	46.4	0.00	180	1	0	40.4
2023-10-09 20:30	57.9	37.8	0.0	29.49	78.1	47.4	0.00	179	1	0	40.9
2023-10-09 20:40	57.8	37.8	0.0	29.49	76.6	48.0	0.00	170	1	0	41.0
2023-10-09 20:50	57.7	37.6	0.0	29.49	76.6	48.2	0.00	166	2	0	41.2
2023-10-09 21:00	57.7	37.8	0.0	29.50	75.8	48.7	0.00	163	2	0	41.4
2023-10-09 21:10	57.7	37.8	0.0	29.50	76.0	48.7	0.00	163	1	0	41.5
2023-10-09 21:20	57.7	37.6	0.0	29.50	76.1	48.9	0.00	165	1	0	41.7
2023-10-09 21:30	57.6	37.8	0.0	29.50	76.2	48.8	0.00	160	1	0	41.6
2023-10-09 21:40	57.6	37.6	0.0	29.51	75.2	49.2	0.00	162	2	0	41.7
2023-10-09 21:50	57.6	37.6	0.0	29.51	76.2	49.2	0.00	165	1	0	42.0
2023-10-09 22:00	57.6	37.6	0.0	29.51	74.5	49.7	0.00	163	2	0	41.9
2023-10-09 22:10	57.5	37.8	0.0	29.51	75.6	49.5	0.00	159	2	0	42.1
2023-10-09 22:20	57.5	37.6	0.0	29.51	76.6	49.2	0.00	160	1	0	42.2
2023-10-09 22:30	57.5	37.8	0.0	29.51	78.5	48.7	0.00	160	0	0	42.3
